thisN,thisTrialN,thisRepN,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,tilt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,fixation.started,key_resp.started,fixation.stopped,trial.stopped,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.tilt,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
78,0,78,up,1,1.3338440000079572,None,0,78,0,78,0,163.75153340003453,,163.73423549998552,163.75153340003453,164.73424659995362,164.74955040006898,166.08179880003445,up,1,1.3338440000079572,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
79,0,79,up,1,0.6958514000289142,None,0,79,0,79,0,166.100005999906,,166.08209479996003,166.100005999906,167.08281950000674,167.09720540000126,167.78055919986218,up,1,0.6958514000289142,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
80,0,80,up,1,0.640230700140819,None,0,80,0,80,0,167.79838769999333,,167.7809659000486,167.79838769999333,168.78141930000857,168.79615629999898,169.42939150007442,up,1,0.640230700140819,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
81,0,81,up,0,1.0250039999373257,None,-4,81,0,81,0,169.4469878000673,,169.42981979995966,169.4469878000673,170.4297257999424,170.4449157998897,171.46097999997437,up,0,1.0250039999373257,None,-4,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
82,0,82,up,1,0.8822658001445234,None,0,82,0,82,0,171.47893829992972,,171.46138709993102,171.47893829992972,172.4619539999403,172.47617579996586,173.3594402000308,up,1,0.8822658001445234,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
83,0,83,up,0,0.537036299938336,None,1,83,0,83,0,173.37718630000018,,173.35995090007782,173.37718630000018,174.3601361999754,174.37500629993156,174.90801290003583,up,0,0.537036299938336,None,1,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
84,0,84,up,1,0.5147792999632657,None,0,84,0,84,0,174.92580899992026,,174.90837950003333,174.92580899992026,175.9084562000353,175.92356040002778,176.44008069997653,up,1,0.5147792999632657,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
85,0,85,up,1,0.4631483999546617,None,0,85,0,85,0,176.45813989988528,,176.44046349986456,176.45813989988528,177.44103610003367,177.45579739985988,177.90566099993885,up,1,0.4631483999546617,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
86,0,86,down,1,0.6512368998955935,None,-4,86,0,86,0,177.92375329998322,,177.90608659991995,177.92375329998322,178.90591380000114,178.9377375000622,179.57098530000076,down,1,0.6512368998955935,None,-4,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
87,0,87,up,1,0.727317500161007,None,0,87,0,87,0,179.58845749986358,,179.5713936998509,179.58845749986358,180.572135000024,180.58637709985487,181.302893999964,up,1,0.727317500161007,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
88,0,88,down,1,0.7553894000593573,None,4,88,0,88,0,181.320959799923,,181.30330220004544,181.320959799923,182.30359119991772,182.31796439993195,183.0675643000286,down,1,0.7553894000593573,None,4,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
89,0,89,up,0,0.7856717000249773,None,-3,89,0,89,0,183.0862445998937,,183.06783219985664,183.0862445998937,184.06854499992914,184.10010310006328,184.8669735000003,up,0,0.7856717000249773,None,-3,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
90,0,90,up,1,0.5475546000525355,None,0,90,0,90,0,184.88439309992827,,184.86735379998572,184.88439309992827,185.86705700005405,185.88193259993568,186.4156680998858,up,1,0.5475546000525355,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
91,0,91,up,0,0.5727364998310804,None,-3,91,0,91,0,186.43292220006697,,186.41609409986995,186.43292220006697,187.4155128998682,187.4304814999923,187.99751150002703,up,0,0.5727364998310804,None,-3,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
92,0,92,up,1,0.44948159996420145,None,0,92,0,92,0,188.01513809990138,,187.99785919999704,188.01513809990138,188.99760610004887,189.01296869991347,189.4627028000541,up,1,0.44948159996420145,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
93,0,93,up,1,0.6119097999762744,None,0,93,0,93,0,189.48092449991964,,189.4630123998504,189.48092449991964,190.4632711999584,190.47801889991388,191.0777632999234,up,1,0.6119097999762744,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
94,0,94,up,0,0.4714247998781502,None,-2,94,0,94,0,191.0960643000435,,191.07799849985167,191.0960643000435,192.07845499995165,192.09368609986268,192.56010090000927,up,0,0.4714247998781502,None,-2,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
95,0,95,up,1,0.4225258999504149,None,0,95,0,95,0,192.57791120000184,,192.56044579995796,192.57791120000184,193.5609112000093,193.5751489000395,193.99249579990283,up,1,0.4225258999504149,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
96,0,96,up,0,0.3991138997953385,None,2,96,0,96,0,194.01062859990634,,193.99291409994476,194.01062859990634,194.99263059999794,195.0244795999024,195.4080034000799,up,0,0.3991138997953385,None,2,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
97,0,97,down,1,0.6845908998511732,None,-4,97,0,97,0,195.42552400007844,,195.4083867999725,195.42552400007844,196.40843890001997,196.42304280004464,197.1063695999328,down,1,0.6845908998511732,None,-4,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
98,0,98,up,1,0.7741199999582022,None,0,98,0,98,0,197.12425810005516,,197.10658770008013,197.12425810005516,198.10748360003345,198.1217254998628,198.88854109984823,up,1,0.7741199999582022,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
99,0,99,up,1,0.5314716999419034,None,0,99,0,99,0,198.9062882999424,,198.88891809992492,198.9062882999424,199.8890376999043,199.90358079993166,200.43724239990115,up,1,0.5314716999419034,None,0,796345,001,2025-09-09_15h11.54.323,signal detection,,2025.1.1,60.07965360977716,2025-09-09 15h11.59.680743 +0530,
